providerName,regionName,connectionName,cspSpecName,CostPerHour,evaluationScore01,evaluationScore02,evaluationScore03,evaluationScore04,evaluationScore05,evaluationScore06,evaluationScore07,evaluationScore08,evaluationScore09,evaluationScore10
azure,azure-koreasouth,azure-koreasouth,Basic_A1,0.035,34.18,,,,,,,,,
azure,azure-northcentralus,azure-northcentralus,Standard_B1s,0.52,33.3,,,,,,,,,
azure,azure-northcentralus,azure-northcentralus,Standard_A1,0.043,33.96,,,,,,,,,
azure,azure-northcentralus,azure-northcentralus,Basic_A1,0.042,34.29,,,,,,,,,
azure,azure-northeurope,azure-northeurope,Standard_B1s,0.49,34.4,,,,,,,,,
azure,azure-northeurope,azure-northeurope,Standard_A1,0.041,33.96,,,,,,,,,
azure,azure-northeurope,azure-northeurope,Basic_A1,0.032,34.07,,,,,,,,,
azure,azure-norwayeast,azure-norwayeast,Standard_B1s,0.6,33.85,,,,,,,,,
azure,azure-southafricanorth,azure-southafricanorth,Standard_B1s,0.62,34.4,,,,,,,,,
azure,azure-southafricanorth,azure-southafricanorth,Standard_A1,0.0482,34.4,,,,,,,,,
azure,azure-southafricanorth,azure-southafricanorth,Basic_A1,0.035,34.51,,,,,,,,,
azure,azure-southcentralus,azure-southcentralus,Standard_B1s,0.45,34.18,,,,,,,,,
azure,azure-southcentralus,azure-southcentralus,Standard_A1,0.043,34.18,,,,,,,,,
azure,azure-southcentralus,azure-southcentralus,Basic_A1,0.042,34.51,,,,,,,,,
azure,azure-southeastasia,azure-southeastasia,Standard_D2d_v4,0.141,77.43,,,,,,,,,
azure,azure-southeastasia,azure-southeastasia,Standard_D2as_v4,0.12,66.87,,,,,,,,,
azure,azure-southeastasia,azure-southeastasia,Standard_B2ms,0.106,68.24,,,,,,,,,
azure,azure-southeastasia,azure-southeastasia,Standard_B1s,0.48,33.96,,,,,,,,,
azure,azure-southeastasia,azure-southeastasia,Standard_A1,0.045,34.29,,,,,,,,,
azure,azure-southeastasia,azure-southeastasia,Basic_A1,0.032,34.07,,,,,,,,,
azure,azure-southindia,azure-southindia,Standard_B1s,0.5,34.51,,,,,,,,,
azure,azure-southindia,azure-southindia,Standard_A1,0.047,33.85,,,,,,,,,
azure,azure-southindia,azure-southindia,Basic_A1,0.035,34.4,,,,,,,,,
azure,azure-switzerlandnorth,azure-switzerlandnorth,Standard_B1s,0.88,34.4,,,,,,,,,
azure,azure-uaenorth,azure-uaenorth,Standard_B1s,0.41,34.18,,,,,,,,,
azure,azure-uaenorth,azure-uaenorth,Standard_A1,0.0432,34.51,,,,,,,,,
azure,azure-uaenorth,azure-uaenorth,Basic_A1,0.032,34.4,,,,,,,,,
azure,azure-uksouth,azure-uksouth,Standard_B1s,0.44,34.29,,,,,,,,,
azure,azure-uksouth,azure-uksouth,Standard_A1,0.05,34.07,,,,,,,,,
azure,azure-uksouth,azure-uksouth,Basic_A1,0.032,34.18,,,,,,,,,
azure,azure-ukwest,azure-ukwest,Standard_B1s,0.47,34.07,,,,,,,,,
azure,azure-ukwest,azure-ukwest,Standard_A1,0.05,33.3,,,,,,,,,
azure,azure-ukwest,azure-ukwest,Basic_A1,0.035,33.96,,,,,,,,,
azure,azure-westcentralus,azure-westcentralus,Standard_B1s,0.52,33.85,,,,,,,,,
azure,azure-westcentralus,azure-westcentralus,Standard_A1,0.04,34.4,,,,,,,,,
azure,azure-westcentralus,azure-westcentralus,Basic_A1,0.035,33.96,,,,,,,,,
azure,azure-westeurope,azure-westeurope,Standard_B1s,0.6,34.4,,,,,,,,,
azure,azure-westeurope,azure-westeurope,Standard_A1,0.041,34.4,,,,,,,,,
azure,azure-westeurope,azure-westeurope,Basic_A1,0.035,34.51,,,,,,,,,
azure,azure-westindia,azure-westindia,Standard_B1s,0.44,34.18,,,,,,,,,
azure,azure-westindia,azure-westindia,Standard_A1,0.047,34.18,,,,,,,,,
azure,azure-westindia,azure-westindia,Basic_A1,0.035,34.51,,,,,,,,,
azure,azure-westus,azure-westus,Standard_B2s,0.57,33.3,,,,,,,,,
azure,azure-westus,azure-westus,Standard_B1s,0.47,33.96,,,,,,,,,
azure,azure-westus,azure-westus,Standard_A1,0.043,34.29,,,,,,,,,
azure,azure-westus,azure-westus,Basic_A1,0.032,34.07,,,,,,,,,
azure,azure-westus2,azure-westus2,Standard_B1s,0.49,34.4,,,,,,,,,
azure,azure-westus2,azure-westus2,Standard_A1,0.036,33.96,,,,,,,,,
azure,azure-westus2,azure-westus2,Basic_A1,0.035,34.07,,,,,,,,,
gcp,gcp-asia-east1,gcp-asia-east1,g1-small,0.0322,33.85,,,,,,,,,
gcp,gcp-asia-east1,gcp-asia-east1,e2-standard-2,0.07759,54.43,,,,,,,,,
gcp,gcp-asia-east2,gcp-asia-east2,g1-small,0.0322,34.4,,,,,,,,,
gcp,gcp-asia-northeast1,gcp-asia-northeast1,g1-small,0.0322,34.4,,,,,,,,,
gcp,gcp-asia-northeast2,gcp-asia-northeast2,g1-small,0.0322,34.51,,,,,,,,,
gcp,gcp-asia-northeast3,gcp-asia-northeast3,g1-small,0.0311,34.18,,,,,,,,,
gcp,gcp-asia-south1,gcp-asia-south1,g1-small,0.0257,34.18,,,,,,,,,
gcp,gcp-asia-southeast1,gcp-asia-southeast1,n2d-standard-2,0.104234,62.57,,,,,,,,,
gcp,gcp-asia-southeast1,gcp-asia-southeast1,n2-standard-2,0.119806,77.3,,,,,,,,,
gcp,gcp-asia-southeast1,gcp-asia-southeast1,g1-small,0.0257,34.07,,,,,,,,,
gcp,gcp-asia-southeast1,gcp-asia-southeast1,e2-standard-2,0.082658,58.93,,,,,,,,,
gcp,gcp-asia-southeast2,gcp-asia-southeast2,g1-small,0.0257,34.07,,,,,,,,,
gcp,gcp-australia-southeast1,gcp-australia-southeast1,g1-small,0.0257,33.96,,,,,,,,,
gcp,gcp-europe-central2,gcp-europe-central2,g1-small,0.0257,34.4,,,,,,,,,
gcp,gcp-europe-north1,gcp-europe-north1,g1-small,0.0322,33.85,,,,,,,,,
gcp,gcp-europe-west1,gcp-europe-west1,g1-small,0.0322,34.51,,,,,,,,,
gcp,gcp-europe-west2,gcp-europe-west2,g1-small,0.0322,34.4,,,,,,,,,
gcp,gcp-europe-west3,gcp-europe-west3,g1-small,0.0322,34.4,,,,,,,,,
gcp,gcp-europe-west4,gcp-europe-west4,g1-small,0.0322,34.51,,,,,,,,,
gcp,gcp-europe-west6,gcp-europe-west6,g1-small,0.0322,34.18,,,,,,,,,
gcp,gcp-northamerica-northeast1,gcp-northamerica-northeast1,g1-small,0.0257,34.18,,,,,,,,,
gcp,gcp-southamerica-east1,gcp-southamerica-east1,g1-small,0.0257,34.07,,,,,,,,,
gcp,gcp-us-central1,gcp-us-central1,g1-small,0.0257,34.29,,,,,,,,,
gcp,gcp-us-east1,gcp-us-east1,g1-small,0.0257,33.96,,,,,,,,,
gcp,gcp-us-east4,gcp-us-east4,g1-small,0.0257,33.3,,,,,,,,,
gcp,gcp-us-west1,gcp-us-west1,g1-small,0.0322,34.07,,,,,,,,,
gcp,gcp-us-west2,gcp-us-west2,g1-small,0.0322,33.96,,,,,,,,,
gcp,gcp-us-west3,gcp-us-west3,g1-small,0.0257,34.4,,,,,,,,,
gcp,gcp-us-west4,gcp-us-west4,g1-small,0.0322,33.85,,,,,,,,,
