,alibaba-ap-south-1,alibaba-ap-southeast-2,alibaba-ap-southeast-3,alibaba-ap-southeast-5,alibaba-cn-chengdu,alibaba-cn-huhehaote,alibaba-cn-qingdao,alibaba-cn-zhangjiakou,alibaba-eu-central-1,alibaba-eu-west-1,alibaba-me-east-1,alibaba-us-east-1,alibaba-us-west-1,aws-af-south-1,aws-ap-east-1,aws-ap-northeast-1,aws-ap-northeast-2,aws-ap-northeast-3,aws-ap-south-1,aws-ap-southeast-1,aws-ap-southeast-2,aws-ca-central-1,aws-eu-central-1,aws-eu-north-1,aws-eu-south-1,aws-eu-west-1,aws-eu-west-2,aws-eu-west-3,aws-me-south-1,aws-sa-east-1,aws-us-east-1,aws-us-east-2,aws-us-west-1,aws-us-west-2,azure-australiacentral,azure-australiaeast,azure-australiasoutheast,azure-brazilsouth,azure-canadacentral,azure-canadaeast,azure-centralindia,azure-centralus,azure-eastasia,azure-eastus2,azure-francecentral,azure-germanywestcentral,azure-japaneast,azure-japanwest,azure-koreacentral,azure-koreasouth,azure-northcentralus,azure-northeurope,azure-norwayeast,azure-southafricanorth,azure-southcentralus,azure-southeastasia,azure-southindia,azure-switzerlandnorth,azure-uaenorth,azure-uksouth,azure-ukwest,azure-westcentralus,azure-westeurope,azure-westus2,gcp-asia-east1,gcp-asia-east2,gcp-asia-northeast1,gcp-asia-northeast2,gcp-asia-northeast3,gcp-asia-south1,gcp-asia-southeast1,gcp-asia-southeast2,gcp-australia-southeast1,gcp-europe-central2,gcp-europe-north1,gcp-europe-west1,gcp-europe-west2,gcp-europe-west3,gcp-europe-west4,gcp-europe-west6,gcp-northamerica-northeast1,gcp-southamerica-east1,gcp-us-central1,gcp-us-east1,gcp-us-east4,ibm-au-syd,ibm-br-sao,ibm-ca-tor,ibm-eu-de,ibm-eu-gb,ibm-jp-osa,ibm-jp-tok,ibm-us-east,ibm-us-south,tencent-ap-bangkok,tencent-ap-beijing,tencent-ap-chengdu,tencent-ap-chongqing,tencent-ap-guangzhou,tencent-ap-hongkong,tencent-ap-jakarta,tencent-ap-mumbai,tencent-ap-nanjing,tencent-ap-seoul,tencent-ap-singapore,tencent-ap-tokyo,tencent-eu-frankfurt,tencent-na-ashburn,tencent-na-siliconvalley,tencent-na-toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-ca-tor,297.834,208.039,230.946,244.172,252.863,387.123,277.953,349.027,93.448,82.180,202.262,20.512,63.721,230.306,202.517,164.935,181.645,172.470,209.149,227.754,197.590,8.502,94.146,108.478,104.280,93.019,80.194,93.624,169.966,134.262,21.129,24.599,60.731,70.349,206.601,197.681,210.119,131.036,2.424,12.012,248.493,62.033,205.479,21.285,95.849,103.563,175.915,174.196,175.338,175.781,14.800,82.761,116.908,253.675,41.130,228.648,262.461,108.198,254.629,88.737,91.604,54.797,96.797,55.883,195.883,197.450,152.610,147.632,166.674,259.058,233.862,243.283,206.317,111.975,124.997,89.426,84.957,94.917,91.436,102.214,8.498,139.444,35.999,36.027,21.994,197.469,136.879,0.329,92.190,81.419,140.829,133.098,18.641,35.164,251.689,230.863,255.682,273.607,284.172,209.642,212.278,301.826,213.782,167.006,200.506,146.593,91.876,19.305,57.660,2.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-eu-de,121.076,265.378,174.682,172.928,213.981,238.873,200.304,250.657,1.611,14.194,138.420,87.426,147.968,159.390,192.516,254.049,243.911,229.278,116.272,222.274,266.284,99.676,16.477,32.491,23.011,23.365,15.128,11.349,95.022,188.304,92.924,99.836,145.880,158.656,307.187,306.459,306.331,191.102,98.823,108.197,236.281,118.296,221.848,90.694,14.049,1.967,232.062,233.721,222.439,219.614,108.071,24.208,28.712,173.904,115.038,225.639,245.250,10.668,116.109,15.250,17.180,134.278,9.310,246.647,225.528,202.024,230.301,249.085,268.953,214.225,214.377,225.368,269.893,19.027,33.939,20.191,20.898,1.777,9.096,18.046,95.396,202.058,122.511,106.117,93.068,247.276,189.201,92.186,0.336,12.618,237.033,228.818,98.053,124.063,182.919,294.252,298.866,295.355,269.333,187.039,167.416,117.845,240.647,224.219,156.067,231.680,1.382,91.824,151.604,94.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-eu-gb,123.298,264.984,181.114,180.548,222.898,236.299,223.706,223.750,13.609,3.886,139.149,76.183,136.454,147.050,251.059,239.290,268.275,257.463,126.336,306.491,268.831,90.001,13.931,29.460,23.898,12.182,3.087,16.061,108.508,182.317,77.039,87.811,140.849,143.354,312.247,308.130,310.026,179.486,87.475,96.736,134.085,102.311,226.564,79.201,7.735,15.626,238.535,239.067,226.530,224.979,96.061,10.859,30.127,179.926,105.061,225.286,251.780,24.572,120.530,2.102,4.087,122.766,9.453,246.419,239.837,212.364,231.362,234.646,253.462,216.818,216.571,230.831,262.166,30.830,43.593,8.387,3.012,13.206,10.786,22.482,82.802,185.522,112.456,89.520,76.748,259.007,196.368,81.420,12.612,0.341,254.472,240.927,75.126,109.703,196.479,219.502,303.431,273.841,260.978,198.273,180.277,125.669,260.038,235.483,167.430,236.648,12.556,75.629,135.846,80.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-jp-osa,140.397,150.461,87.897,100.544,189.272,63.748,67.246,63.260,259.821,265.797,268.434,164.071,106.679,392.833,57.863,8.751,28.775,1.377,125.856,71.969,123.272,168.632,247.729,268.552,246.737,256.051,249.858,248.361,245.299,284.252,160.679,156.771,114.141,97.017,157.793,151.618,150.631,281.979,160.094,169.953,141.601,140.362,54.052,157.464,220.230,223.948,9.643,16.119,30.451,30.045,155.734,236.370,249.808,364.782,131.474,76.098,109.420,224.959,149.998,224.806,232.242,126.493,225.897,104.398,52.971,60.639,9.120,16.740,39.554,142.079,78.539,95.874,125.743,253.765,267.001,239.447,235.756,237.153,248.597,240.585,151.861,274.060,155.958,167.653,147.976,120.537,279.905,140.806,236.978,254.509,0.346,8.840,147.844,147.531,111.743,179.055,321.181,206.514,214.245,57.096,88.097,142.890,208.137,27.944,82.116,10.311,236.005,143.989,107.171,141.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-jp-tok,136.044,145.409,85.790,94.499,186.346,157.470,166.466,151.440,253.113,251.944,257.736,156.200,103.584,380.233,45.060,3.362,34.790,8.661,226.193,68.561,107.569,169.404,237.216,269.650,240.236,250.059,243.339,239.134,222.242,273.296,145.716,166.802,104.251,115.112,144.622,139.224,141.843,275.812,160.427,162.451,126.690,132.615,49.577,150.622,212.510,222.169,2.611,9.194,30.916,29.976,147.841,235.622,236.365,357.629,124.733,75.167,101.783,210.950,142.273,223.810,219.971,118.984,218.840,97.980,52.577,50.532,3.031,9.786,32.422,138.928,76.275,85.881,121.119,244.314,251.238,233.253,227.340,232.471,241.721,233.581,144.235,265.572,148.560,160.138,144.961,117.036,272.714,133.074,228.780,240.903,8.875,0.375,140.196,137.601,106.115,255.304,309.794,304.649,265.698,48.162,92.130,130.324,254.655,35.166,74.483,3.610,229.035,136.257,98.674,134.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-us-east,297.774,205.550,224.577,242.890,244.226,286.929,259.420,284.285,92.354,75.927,194.682,3.207,69.989,219.458,207.721,165.147,192.182,152.415,211.884,220.332,201.762,20.962,88.038,104.462,104.483,83.656,76.102,87.800,175.007,112.448,1.671,11.902,65.025,75.570,211.350,200.971,215.804,116.740,16.080,27.503,266.754,46.580,202.799,6.016,80.471,88.568,174.625,178.413,177.897,181.573,24.159,66.442,102.408,239.065,38.490,237.758,247.972,92.581,251.103,74.725,77.109,46.505,81.044,67.370,193.639,199.170,155.067,165.803,187.634,258.474,231.175,245.471,196.976,103.081,109.924,80.107,76.047,86.329,86.610,103.113,21.560,117.833,33.580,14.068,1.957,221.541,117.628,18.640,98.614,75.106,147.855,140.130,0.367,31.608,258.695,245.105,275.591,314.433,261.190,216.099,229.658,291.342,257.579,169.890,213.367,156.363,85.851,1.752,69.865,17.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibm-us-south,265.666,175.954,206.403,231.508,209.516,196.084,204.991,188.694,115.308,113.107,239.590,30.448,41.622,260.748,185.065,145.350,177.434,154.768,235.531,221.016,184.186,44.297,123.054,138.355,133.549,120.731,111.988,125.836,198.447,141.277,31.280,33.761,40.138,55.096,182.566,176.068,186.035,153.200,62.576,71.997,277.718,13.873,190.565,37.851,119.889,125.352,162.163,160.865,162.719,162.366,37.145,105.982,140.326,276.543,11.449,219.014,250.674,129.308,270.754,111.026,115.260,28.679,119.032,49.227,184.130,181.843,137.406,145.776,165.397,263.899,217.008,230.025,173.046,139.036,146.915,114.175,109.681,119.825,118.995,132.341,40.953,137.541,17.539,37.405,32.951,177.615,142.885,35.148,123.973,109.716,147.503,136.748,31.593,0.341,248.035,188.366,239.632,212.195,220.223,184.732,223.468,269.197,183.956,173.548,214.833,140.637,123.538,31.412,36.963,34.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-bangkok,84.070,125.841,30.192,41.385,121.352,132.693,117.498,113.132,180.899,188.018,106.854,249.777,194.576,339.544,58.203,98.881,107.759,99.832,88.510,30.266,120.393,287.524,200.494,202.810,215.262,209.079,195.459,193.981,259.457,358.650,262.290,291.438,239.731,221.565,116.516,112.688,110.092,363.784,247.381,253.969,73.211,229.322,46.493,241.897,174.389,178.233,90.516,89.354,81.970,74.800,227.401,188.604,202.428,317.464,215.917,26.990,59.754,175.047,100.885,178.764,176.917,209.928,179.494,185.258,74.104,63.008,105.235,104.758,97.188,89.914,28.322,39.715,121.246,245.507,258.963,221.187,226.381,219.516,221.749,225.221,250.851,354.488,235.177,257.559,250.223,120.821,382.483,251.628,182.828,196.450,111.663,106.126,258.675,247.996,0.246,353.956,376.606,411.910,389.729,45.980,36.927,81.452,348.539,84.760,24.464,97.947,241.890,272.786,212.297,264.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-beijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-chengdu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-chongqing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-guangzhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-hongkong,92.798,156.778,37.308,49.309,179.266,49.049,97.808,46.494,197.546,184.924,118.446,233.807,155.988,325.461,1.834,55.359,87.809,57.291,137.537,41.135,173.178,225.583,161.988,181.909,183.907,194.259,190.850,162.051,226.621,319.998,218.180,220.303,159.388,161.522,124.667,121.366,118.682,326.322,200.615,209.264,97.300,176.785,2.081,198.221,178.835,183.398,46.799,46.428,39.956,31.017,195.525,190.763,203.419,322.580,172.412,33.518,65.989,176.391,108.862,181.891,183.750,166.268,182.309,142.050,13.098,1.612,46.316,44.448,37.578,96.335,36.738,47.972,128.488,241.086,264.543,237.781,224.815,229.388,230.366,219.665,191.023,293.402,176.275,199.352,186.322,144.651,323.192,209.615,186.972,198.267,57.098,48.054,216.046,184.714,45.983,45.185,41.875,54.425,13.368,0.154,45.640,83.522,35.520,36.092,31.010,52.735,197.696,226.958,156.189,208.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-jakarta,69.852,112.521,54.788,2.845,236.163,119.837,245.237,96.230,166.691,324.831,94.780,244.144,208.384,408.628,48.755,90.604,93.611,84.749,73.422,13.277,105.619,258.376,268.937,283.571,276.758,278.353,259.844,252.160,284.691,368.704,260.996,278.587,196.014,229.271,112.604,101.210,96.934,342.490,233.452,247.362,74.837,213.799,45.272,233.726,157.900,164.622,82.973,90.974,80.552,74.847,228.188,172.307,184.547,303.773,203.407,15.386,48.473,156.797,101.318,163.526,166.586,200.042,165.752,177.417,62.335,49.150,82.252,93.867,99.822,75.046,16.306,2.648,106.137,279.125,278.830,258.442,253.164,267.153,265.014,261.342,239.057,346.344,221.077,244.828,235.349,104.490,361.064,212.253,167.383,180.343,88.131,92.181,229.741,223.519,36.926,228.873,243.730,239.670,217.878,45.667,0.211,69.725,213.066,81.455,13.536,103.414,241.698,273.849,210.597,276.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-mumbai,1.797,157.459,66.007,76.873,212.695,293.953,131.363,161.481,127.859,121.553,160.967,180.941,228.061,269.828,96.019,135.047,140.043,135.148,2.600,59.347,150.132,306.390,120.518,136.697,115.022,134.736,126.909,128.971,39.085,285.760,303.458,306.444,240.597,260.730,154.629,168.841,160.539,305.130,212.526,235.640,5.453,230.286,111.842,205.205,130.032,133.621,146.537,127.123,152.774,140.725,221.581,136.414,147.437,267.939,249.530,64.772,52.172,122.217,29.089,127.260,135.969,241.773,130.061,245.298,109.007,96.551,135.630,132.643,121.960,2.155,61.108,72.961,153.894,144.726,165.963,135.879,144.310,131.502,144.435,132.727,220.723,327.593,233.186,221.316,214.680,153.754,333.642,301.764,117.758,125.389,142.800,130.275,291.335,269.126,81.450,285.546,310.982,309.790,279.921,83.526,69.678,1.179,242.180,131.481,57.687,131.635,290.799,315.686,239.156,312.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-nanjing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-seoul,130.347,186.928,104.321,116.112,71.780,229.832,53.990,222.999,294.879,272.814,300.281,233.531,133.598,424.381,38.225,33.489,4.038,28.644,140.918,81.197,148.239,202.965,277.098,293.760,281.223,273.170,268.325,278.687,256.753,335.561,197.906,199.226,129.537,129.783,150.535,146.194,154.276,303.130,180.601,190.330,120.205,158.184,38.857,185.032,215.186,219.872,27.489,18.353,3.220,8.434,167.370,228.996,238.538,359.680,155.133,67.617,100.146,212.879,142.913,218.444,223.491,143.231,218.326,121.783,42.654,37.566,33.659,31.925,2.375,138.533,71.862,87.752,156.681,287.650,294.815,263.997,257.949,271.044,265.409,276.854,193.495,310.281,184.339,194.387,193.035,150.783,310.676,166.987,224.162,235.495,27.951,35.156,169.850,173.519,84.763,223.555,273.187,251.777,251.747,36.126,81.510,131.506,180.858,0.233,71.741,36.807,240.214,190.520,142.189,185.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-ap-tokyo,141.475,153.180,72.698,96.235,84.654,117.661,58.840,109.830,258.771,233.049,153.770,164.945,121.945,379.282,54.883,3.897,33.362,9.992,127.949,67.772,114.320,191.391,251.906,265.118,255.515,258.824,263.422,231.018,250.276,283.546,175.308,165.857,106.504,125.243,143.153,123.158,135.214,276.266,157.529,171.065,134.057,134.822,51.854,151.927,213.191,218.064,4.494,10.660,27.219,26.863,146.054,232.754,237.455,358.875,126.011,70.502,102.597,212.062,144.099,217.903,220.117,120.187,220.935,100.082,37.654,46.994,4.394,10.779,33.413,142.180,82.641,95.005,123.044,247.767,245.799,224.420,216.207,234.001,225.154,238.775,155.647,253.041,147.242,161.901,147.911,115.749,277.902,146.472,231.569,236.611,10.241,3.567,156.295,140.538,97.886,168.057,186.128,111.817,95.389,52.701,103.342,131.649,151.844,36.758,85.036,3.343,237.684,163.363,101.732,165.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-eu-frankfurt,126.415,297.123,162.388,169.444,190.879,220.507,199.852,198.889,1.078,17.491,160.888,87.048,149.611,156.601,186.455,236.872,222.792,225.935,117.385,285.522,287.241,100.437,1.757,21.826,11.374,25.690,15.654,10.700,84.110,210.767,91.828,102.419,156.076,163.370,238.945,237.362,232.408,191.499,99.632,109.351,127.686,120.963,183.285,92.468,9.103,2.013,217.115,225.470,218.069,212.977,108.649,26.237,22.591,173.213,119.580,150.038,182.569,6.599,115.478,15.364,17.641,130.088,10.405,153.970,238.012,219.844,235.035,242.661,255.977,137.000,190.971,205.230,277.981,15.257,33.501,7.321,12.562,1.136,7.445,6.960,87.637,200.650,110.097,99.823,87.482,247.560,211.127,91.859,1.360,12.531,235.938,229.018,85.829,123.488,241.736,219.018,283.626,244.599,255.061,197.703,241.674,290.796,246.517,240.194,232.534,237.738,0.204,94.554,156.437,110.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-na-ashburn,239.472,220.449,240.959,239.160,253.909,288.218,231.334,281.249,93.989,75.730,205.217,1.235,73.826,221.534,219.723,171.846,201.474,177.501,247.457,241.890,228.194,14.642,94.323,108.940,97.657,87.786,77.914,84.570,154.275,113.167,1.638,11.794,65.876,70.922,204.898,199.838,214.625,116.523,14.652,24.115,215.989,40.834,206.324,5.761,80.042,87.446,158.821,164.458,182.028,179.040,19.140,66.095,100.879,239.415,31.587,222.172,242.067,92.029,187.326,74.484,76.148,43.519,81.569,62.289,182.856,195.926,145.223,160.339,175.100,213.503,237.873,236.838,193.173,101.442,103.158,81.081,77.555,87.766,87.501,94.011,14.136,114.676,24.179,14.360,1.135,207.537,118.163,19.312,91.874,75.616,143.928,136.234,1.797,31.384,272.795,215.010,294.316,280.506,257.681,226.987,273.867,315.723,246.031,190.529,260.265,163.439,94.609,0.553,62.547,18.530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencent-na-siliconvalley,238.579,149.428,182.270,182.162,170.447,157.824,249.312,286.791,150.466,143.418,251.670,70.976,1.671,285.956,154.569,106.461,137.413,111.730,246.891,175.764,149.015,73.990,156.858,165.216,167.981,154.426,139.948,148.624,222.197,189.943,75.341,73.497,2.042,21.328,143.468,138.518,149.333,179.859,85.509,94.801,219.247,39.585,153.788,59.517,148.318,155.828,105.773,111.967,129.987,122.400,50.135,138.199,169.765,304.333,33.600,172.998,205.350,158.401,254.396,139.747,144.483,25.236,148.758,23.589,134.923,147.217,108.770,115.353,134.617,230.836,178.935,192.741,145.357,163.426,170.291,142.431,134.191,149.470,140.873,154.843,68.195,163.529,40.396,70.769,63.598,157.345,178.220,57.618,151.572,135.808,107.150,98.661,69.831,36.891,212.295,159.853,166.584,166.595,165.219,156.201,210.556,239.182,132.195,143.826,201.860,101.782,156.445,62.550,1.187,66.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
